0,300
3.00E-06,300
6.00E-06,300
9.00E-06,300
1.20E-05,300
1.50E-05,300
1.80E-05,300
2.10E-05,300
2.40E-05,300
2.70E-05,300
3.00E-05,300
3.30E-05,299.99
3.60E-05,299.99
3.90E-05,299.99
4.20E-05,299.99
4.50E-05,299.99
4.80E-05,300
5.10E-05,300
5.40E-05,300.01
5.70E-05,300.01
6.00E-05,300.02
6.30E-05,300.03
6.60E-05,300.04
6.90E-05,300.05
7.20E-05,300.06
7.50E-05,300.06
7.80E-05,300.05
8.10E-05,300.04
8.40E-05,300.03
8.70E-05,300
9.00E-05,299.96
9.30E-05,299.91
9.60E-05,299.84
9.90E-05,299.77
0.000102,299.69
0.000105,299.59
0.000108,299.49
0.000111,299.38
0.000114,299.27
0.000117,299.16
0.00012,299.05
0.000123,298.95
0.000126,298.87
0.000129,298.81
0.000132,298.79
0.000135,298.81
0.000138,298.9
0.000141,299.05
0.000144,299.3
0.000147,299.64
0.00015,300.1
0.000153,300.7
0.000156,301.46
0.000159,302.4
0.000162,303.55
0.000165,304.95
0.000168,306.63
0.000171,308.66
0.000174,311.1
0.000177,314.01
0.00018,317.42
0.000183,321.4
0.000186,326
0.000189,331.29
0.000192,337.33
0.000195,344.18
0.000198,351.9
0.000201,360.58
0.000204,370.27
0.000207,381.06
0.00021,393
0.000213,406.14
0.000216,420.54
0.000219,436.21
0.000222,453.19
0.000225,471.46
0.000228,491.05
0.000231,511.93
0.000234,534.09
0.000237,557.51
0.00024,582.19
0.000243,608.1
0.000246,635.24
0.000249,663.57
0.000252,693.03
0.000255,723.52
0.000258,754.9
0.000261,786.98
0.000264,819.58
0.000267,852.52
0.00027,885.7
0.000273,919.08
0.000276,952.66
0.000279,986.52
0.000282,1020.7
0.000285,1055.4
0.000288,1090.6
0.000291,1126.3
0.000294,1162.5
0.000297,1198.9
0.0003,1235.3
0.000303,1271.3
0.000306,1306.1
0.000309,1339.2
0.000312,1369.8
0.000315,1397.5
0.000318,1422.2
0.000321,1444
0.000324,1463
0.000327,1479.5
0.00033,1493.9
0.000333,1506.6
0.000336,1517.8
0.000339,1527.8
0.000342,1536.8
0.000345,1545.1
0.000348,1552.8
0.000351,1560.2
0.000354,1567.2
0.000357,1574
0.00036,1580.7
0.000363,1587.1
0.000366,1593.5
0.000369,1599.7
0.000372,1605.9
0.000375,1611.9
0.000378,1617.8
0.000381,1623.6
0.000384,1629.3
0.000387,1635
0.00039,1640.6
0.000393,1646.1
0.000396,1651.6
0.000399,1657.1
0.000402,1662.5
0.000405,1667.9
0.000408,1673.3
0.000411,1678.7
0.000414,1684
0.000417,1689.3
0.00042,1694.6
0.000423,1699.9
0.000426,1705.1
