0,300
1.5e-06,300
3e-06,300
4.5e-06,300
6e-06,300
7.5e-06,300
9e-06,300
1.05e-05,300
1.2e-05,300
1.35e-05,300
1.5e-05,300
1.65e-05,300
1.8e-05,300
1.95e-05,300
2.1e-05,300
2.25e-05,300
2.4e-05,300
2.55e-05,300
2.7e-05,300
2.85e-05,300.001
3e-05,300
3.15e-05,299.995
3.3e-05,299.99
3.45e-05,299.989
3.6e-05,299.99
3.75e-05,299.99
3.9e-05,299.99
4.05e-05,299.99
4.2e-05,299.99
4.35e-05,299.989
4.5e-05,299.99
4.65e-05,299.995
4.8e-05,300
4.95e-05,300
5.1e-05,300
5.25e-05,300.005
5.4e-05,300.01
5.55e-05,300.01
5.7e-05,300.01
5.85e-05,300.014
6e-05,300.02
6.15e-05,300.025
6.3e-05,300.03
6.45e-05,300.035
6.6e-05,300.04
6.75e-05,300.045
6.9e-05,300.05
7.05e-05,300.056
7.2e-05,300.06
7.35e-05,300.062
7.5e-05,300.06
7.65e-05,300.056
7.8e-05,300.05
7.95e-05,300.044
8.1e-05,300.04
8.25e-05,300.036
8.4e-05,300.03
8.55e-05,300.017
8.7e-05,300
8.85e-05,299.981
9e-05,299.96
9.15e-05,299.937
9.3e-05,299.91
9.45e-05,299.876
9.6e-05,299.84
9.75e-05,299.805
9.9e-05,299.77
0.0001005,299.733
0.000102,299.69
0.0001035,299.641
0.000105,299.59
0.0001065,299.54
0.000108,299.49
0.0001095,299.436
0.000111,299.38
0.0001125,299.325
0.000114,299.27
0.0001155,299.215
0.000117,299.16
0.0001185,299.105
0.00012,299.05
0.0001215,298.998
0.000123,298.95
0.0001245,298.908
0.000126,298.87
0.0001275,298.836
0.000129,298.81
0.0001305,298.795
0.000132,298.79
0.0001335,298.793
0.000135,298.81
0.0001365,298.847
0.000138,298.9
0.0001395,298.965
0.000141,299.05
0.0001425,299.163
0.000144,299.3
0.0001455,299.458
0.000147,299.64
0.0001485,299.853
0.00015,300.1
0.0001515,300.381
0.000153,300.7
0.0001545,301.059
0.000156,301.46
0.0001575,301.906
0.000159,302.4
0.0001605,302.946
0.000162,303.55
0.0001635,304.217
0.000165,304.95
0.0001665,305.751
0.000168,306.63
0.0001695,307.597
0.000171,308.66
0.0001725,309.825
0.000174,311.1
0.0001755,312.495
0.000177,314.01
0.0001785,315.648
0.00018,317.42
0.0001815,319.335
0.000183,321.4
0.0001845,323.618
0.000186,326
0.0001875,328.555
0.000189,331.29
0.0001905,334.212
0.000192,337.33
0.0001935,340.651
0.000195,344.18
0.0001965,347.925
0.000198,351.9
0.0001995,356.117
0.000201,360.58
0.0002025,365.293
0.000204,370.27
0.0002055,375.524
0.000207,381.06
0.0002085,386.884
0.00021,393
0.0002115,399.415
0.000213,406.14
0.0002145,413.182
0.000216,420.54
0.0002175,428.213
0.000219,436.21
0.0002205,444.537
0.000222,453.19
0.0002235,462.162
0.000225,471.46
0.0002265,481.091
0.000228,491.05
0.0002295,501.33
0.000231,511.93
0.0002325,522.851
0.000234,534.09
0.0002355,545.642
0.000237,557.51
0.0002385,569.694
0.00024,582.19
0.0002415,594.991
0.000243,608.1
0.0002445,621.518
0.000246,635.24
0.0002475,649.259
0.000249,663.57
0.0002505,678.164
0.000252,693.03
0.0002535,708.154
0.000255,723.52
0.0002565,739.11
0.000258,754.9
0.0002595,770.864
0.000261,786.98
0.0002625,803.227
0.000264,819.58
0.0002655,836.016
0.000267,852.52
0.0002685,869.083
0.00027,885.7
0.0002715,902.367
0.000273,919.08
0.0002745,935.84
0.000276,952.66
0.0002775,969.555
0.000279,986.52
0.0002805,1003.56
0.000282,1020.7
0.0002835,1037.98
0.000285,1055.4
0.0002865,1072.94
0.000288,1090.6
0.0002895,1108.38
0.000291,1126.3
0.0002925,1144.35
0.000294,1162.5
0.0002955,1180.69
0.000297,1198.9
0.0002985,1217.12
0.0003,1235.3
0.0003015,1253.4
0.000303,1271.3
0.0003045,1288.88
0.000306,1306.1
0.0003075,1322.91
0.000309,1339.2
0.0003105,1354.85
0.000312,1369.8
